"pin [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
0,2.28025,-0.00923954982275481,-51.2084394277589
0,2.2805,-0.00924222353762511,-51.2148177389506
0,2.28075,-0.00924489836050079,-51.221196785714
0,2.281,-0.00924757429230284,-51.2275765690051
0,2.28125,-0.00925025133395807,-51.2339570897813
0,2.2815,-0.00925292948639329,-51.2403383490022
0,2.28175,-0.00925560875053721,-51.2467203476287
0,2.282,-0.00925828912731859,-51.253103086624
0,2.28225,-0.00926097061767387,-51.2594865669526
0,2.2825,-0.00926365322253084,-51.2658707895812
0,2.28275,-0.00926633694282595,-51.2722557554782
0,2.283,-0.00926902177949857,-51.2786414656136
0,2.28325,-0.00927170773348709,-51.2850279209595
0,2.2835,-0.00927439480572991,-51.2914151224896
0,2.28375,-0.00927708299717219,-51.2978030711797
0,2.284,-0.00927977230875427,-51.3041917680071
0,2.28425,-0.00928246274142227,-51.3105812139511
0,2.2845,-0.00928515429612713,-51.316971409993
0,2.28475,-0.00928784697381307,-51.3233623571155
0,2.285,-0.0092905407754349,-51.3297540563037
0,2.28525,-0.00929323570194068,-51.336146508544
0,2.2855,-0.00929593175429007,-51.342539714825
0,2.28575,-0.00929862893343499,-51.3489336761372
0,2.286,-0.00930132724033316,-51.3553283934727
0,2.28625,-0.00930402667594811,-51.3617238678257
0,2.2865,-0.00930672724123465,-51.3681201001921
0,2.28675,-0.00930942893716017,-51.3745170915699
0,2.287,-0.00931213176468722,-51.3809148429586
0,2.28725,-0.00931483572478705,-51.38731335536
0,2.2875,-0.00931754081842319,-51.3937126297776
0,2.28775,-0.00932024704656494,-51.4001126672168
0,2.288,-0.00932295441018743,-51.4065134686849
0,2.28825,-0.00932566291026287,-51.4129150351911
0,2.2885,-0.0093283725477683,-51.4193173677465
0,2.28875,-0.00933108332367788,-51.4257204673642
0,2.289,-0.00933379523897348,-51.4321243350591
0,2.28925,-0.00933650829463504,-51.4385289718481
0,2.2895,-0.00933922249164542,-51.4449343787499
0,2.28975,-0.00934193783099036,-51.4513405567854
0,2.29,-0.00934465431365173,-51.4577475069772
0,2.29025,-0.00934737194062011,-51.4641552303499
0,2.2905,-0.0093500907128909,-51.4705637279299
0,2.29075,-0.00935281063144599,-51.476973000746
0,2.291,-0.00935553169728947,-51.4833830498284
0,2.29125,-0.00935825391140806,-51.4897938762096
0,2.2915,-0.00936097727480392,-51.4962054809241
0,2.29175,-0.00936370178847536,-51.502617865008
0,2.292,-0.00936642745342455,-51.5090310294998
0,2.29225,-0.00936915427065076,-51.5154449754398
0,2.2925,-0.00937188224116485,-51.5218597038702
0,2.29275,-0.00937461136596804,-51.5282752158352
0,2.293,-0.00937734164607117,-51.5346915123813
0,2.29325,-0.00938007308248417,-51.5411085945565
0,2.2935,-0.00938280567622271,-51.5475264634112
0,2.29375,-0.00938553942829767,-51.5539451199976
0,2.294,-0.00938827433972571,-51.56036456537
0,2.29425,-0.00939101041152543,-51.5667848005847
0,2.2945,-0.00939374764471542,-51.5732058267001
0,2.29475,-0.00939648604032104,-51.5796276447763
0,2.295,-0.00939922559936379,-51.5860502558759
0,2.29525,-0.00940196632287,-51.5924736610632
0,2.2955,-0.00940470821186887,-51.5988978614046
0,2.29575,-0.00940745126738483,-51.6053228579687
0,2.296,-0.0094101954904577,-51.611748651826
0,2.29625,-0.0094129408821148,-51.6181752440491
0,2.2965,-0.00941568744339306,-51.6246026357126
0,2.29675,-0.00941843517533235,-51.6310308278933
0,2.297,-0.00942118407897058,-51.6374598216699
0,2.29725,-0.00942393415534762,-51.6438896181234
0,2.2975,-0.00942668540551007,-51.6503202183366
0,2.29775,-0.00942943783049972,-51.6567516233946
0,2.298,-0.00943219143136899,-51.6631838343845
0,2.29825,-0.00943494620916063,-51.6696168523956
0,2.2985,-0.00943770216493285,-51.6760506785192
0,2.29875,-0.00944045929973517,-51.6824853138486
0,2.299,-0.00944321761462484,-51.6889207594794
0,2.29925,-0.00944597711065909,-51.6953570165094
0,2.2995,-0.00944873778889421,-51.7017940860381
0,2.29975,-0.00945149965039421,-51.7082319691676
0,2.3,-0.00945426269622503,-51.7146706670019
0,2.30025,-0.00945702692744778,-51.7211101806472
0,2.3005,-0.00945979234513227,-51.7275505112116
0,2.30075,-0.00946255895035121,-51.7339916598058
0,2.301,-0.0094653267441686,-51.7404336275423
0,2.30125,-0.00946809572766681,-51.7468764155359
0,2.3015,-0.00947086590191566,-51.7533200249035
0,2.30175,-0.00947363726799557,-51.7597644567642
0,2.302,-0.00947640982698602,-51.7662097122393
0,2.30225,-0.00947918357996937,-51.7726557924521
0,2.3025,-0.00948195852802703,-51.7791026985285
0,2.30275,-0.00948473467225005,-51.7855504315961
0,2.303,-0.00948751201372469,-51.791998992785
0,2.30325,-0.00949029055354199,-51.7984483832274
0,2.3035,-0.00949307029279013,-51.8048986040578
0,2.30375,-0.00949585123257176,-51.8113496564127
0,2.304,-0.00949863337397795,-51.817801541431
0,2.30425,-0.0095014167181075,-51.8242542602538
0,2.3045,-0.00950420126606596,-51.8307078140244
0,2.30475,-0.00950698701894826,-51.8371622038883
0,2.305,-0.00950977397787252,-51.8436174309933
0,2.30525,-0.00951256214393367,-51.8500734964894
0,2.3055,-0.00951535151824887,-51.8565304015288
0,2.30575,-0.00951814210192657,-51.8629881472661
0,2.306,-0.00952093389608295,-51.8694467348581
0,2.30625,-0.00952372690183421,-51.8759061654637
0,2.3065,-0.00952652112029654,-51.8823664402444
0,2.30675,-0.00952931655258998,-51.8888275603636
0,2.307,-0.00953211319984038,-51.8952895269874
0,2.30725,-0.0095349110631707,-51.9017523412837
0,2.3075,-0.00953771014370872,-51.9082160044232
0,2.30775,-0.00954051044258608,-51.9146805175784
0,2.308,-0.0095433119609296,-51.9211458819246
0,2.30825,-0.00954611469987672,-51.9276120986391
0,2.3085,-0.00954891866056006,-51.9340791689015
0,2.30875,-0.00955172384411996,-51.940547093894
0,2.309,-0.0095545302516987,-51.9470158748007
0,2.30925,-0.00955733788443662,-51.9534855128084
0,2.3095,-0.00956014674348082,-51.9599560091061
0,2.30975,-0.00956295682997745,-51.9664273648852
0,2.31,-0.00956576814507554,-51.9728995813393
0,2.31025,-0.00956858068992511,-51.9793726596646
0,2.3105,-0.00957139446568292,-51.9858466010594
0,2.31075,-0.00957420947350671,-51.9923214067246
0,2.311,-0.00957702571455324,-51.9987970778634
0,2.31125,-0.00957984318998122,-52.0052736156812
0,2.3115,-0.00958266190095804,-52.0117510213861
0,2.31175,-0.00958548184864725,-52.0182292961883
0,2.312,-0.00958830303421526,-52.0247084413006
0,2.31225,-0.00959112545883528,-52.0311884579382
0,2.3125,-0.00959394912367954,-52.0376693473186
0,2.31275,-0.00959677402992026,-52.0441511106617
0,2.313,-0.00959960017873837,-52.0506337491899
0,2.31325,-0.00960242757130707,-52.0571172641281
0,2.3135,-0.00960525620881694,-52.0636016567035
0,2.31375,-0.00960808609244891,-52.0700869281458
0,2.314,-0.0096109172233868,-52.0765730796871
0,2.31425,-0.00961374960282121,-52.0830601125621
0,2.3145,-0.00961658323194657,-52.0895480280077
0,2.31475,-0.00961941811195156,-52.0960368272635
0,2.315,-0.00962225424403737,-52.1025265115715
0,2.31525,-0.00962509162939848,-52.1090170821761
0,2.3155,-0.00962793026923706,-52.1155085403243
0,2.31575,-0.00963077016475916,-52.1220008872656
0,2.316,-0.00963361131716986,-52.1284941242518
0,2.31625,-0.00963645372767617,-52.1349882525374
0,2.3165,-0.00963929739748801,-52.1414832733793
0,2.31675,-0.00964214232781915,-52.1479791880371
0,2.317,-0.00964498851988724,-52.1544759977726
0,2.31725,-0.00964783597490605,-52.1609737038505
0,2.3175,-0.00965068469410096,-52.1674723075377
0,2.31775,-0.00965353467869251,-52.1739718101039
0,2.318,-0.00965638592990994,-52.1804722128211
0,2.31825,-0.00965923844897378,-52.1869735169641
0,2.3185,-0.00966209223712197,-52.1934757238101
0,2.31875,-0.00966494729558472,-52.1999788346389
0,2.319,-0.00966780362559513,-52.206482850733
0,2.31925,-0.00967066122839306,-52.2129877733772
0,2.3195,-0.00967352010521838,-52.2194936038592
0,2.31975,-0.00967638025731868,-52.2260003434691
0,2.32,-0.00967924168593287,-52.2325079934996
0,2.32025,-0.00968210439231433,-52.239016555246
0,2.3205,-0.00968496837771067,-52.2455260300064
0,2.32075,-0.00968783364337529,-52.2520364190814
0,2.321,-0.00969070019056639,-52.258547723774
0,2.32125,-0.00969356802054028,-52.2650599453902
0,2.3215,-0.00969643713455808,-52.2715730852385
0,2.32175,-0.00969930753388284,-52.27808714463
0,2.322,-0.00970217921978052,-52.2846021248784
0,2.32225,-0.00970505219352288,-52.2911180273002
0,2.3225,-0.00970792645637972,-52.2976348532145
0,2.32275,-0.00971080200962281,-52.3041526039431
0,2.323,-0.00971367885453162,-52.3106712808103
0,2.32325,-0.00971655699238274,-52.3171908851435
0,2.3235,-0.00971943642446241,-52.3237114182723
0,2.32375,-0.00972231715205013,-52.3302328815294
0,2.324,-0.00972519917643502,-52.3367552762499
0,2.32425,-0.00972808249890623,-52.3432786037719
0,2.3245,-0.00973096712076065,-52.3498028654359
0,2.32475,-0.00973385304328451,-52.3563280625855
0,2.325,-0.00973674026778724,-52.3628541965667
0,2.32525,-0.00973962879555801,-52.3693812687285
0,2.3255,-0.00974251862790623,-52.3759092804224
0,2.32575,-0.00974540976613749,-52.3824382330028
0,2.326,-0.00974830221155927,-52.3889681278269
0,2.32625,-0.00975119596548393,-52.3954989662546
0,2.3265,-0.00975409102922475,-52.4020307496486
0,2.32675,-0.00975698740409504,-52.4085634793744
0,2.327,-0.00975988509142356,-52.4150971568002
0,2.32725,-0.00976278409252554,-52.4216317832972
0,2.3275,-0.0097656844087278,-52.4281673602391
0,2.32775,-0.00976858604135912,-52.4347038890027
0,2.328,-0.00977148899174727,-52.4412413709675
0,2.32825,-0.0097743932612278,-52.4477798075158
0,2.3285,-0.00977729885113622,-52.4543192000328
0,2.32875,-0.00978020576281481,-52.4608595499066
0,2.329,-0.0097831139975991,-52.4674008585278
0,2.32925,-0.00978602355684105,-52.4739431272904
0,2.3295,-0.00978893444188293,-52.4804863575908
0,2.32975,-0.00979184665407574,-52.4870305508285
0,2.33,-0.00979476019477335,-52.4935757084059
0,2.33025,-0.00979767506533255,-52.5001218317281
0,2.3305,-0.00980059126711108,-52.5066689222033
0,2.33075,-0.00980350880147153,-52.5132169812425
0,2.331,-0.00980642766977839,-52.5197660102597
0,2.33125,-0.00980934787339812,-52.5263160106716
0,2.3315,-0.00981226941370103,-52.5328669838979
0,2.33175,-0.00981519229206225,-52.5394189313616
0,2.332,-0.00981811650985692,-52.545971854488
0,2.33225,-0.00982104206846309,-52.5525257547059
0,2.3325,-0.00982396896926458,-52.5590806334468
0,2.33275,-0.00982689721364621,-52.5656364921451
0,2.333,-0.00982982680299373,-52.5721933322383
0,2.33325,-0.00983275773869775,-52.578751155167
0,2.3335,-0.00983569002215756,-52.5853099623744
0,2.33375,-0.00983862365476376,-52.591869755307
0,2.334,-0.00984155863791951,-52.5984305354144
0,2.33425,-0.00984449497302702,-52.6049923041487
0,2.3345,-0.00984743266148943,-52.6115550629656
0,2.33475,-0.00985037170472149,-52.6181188133236
0,2.335,-0.00985331210412639,-52.624683556684
0,2.33525,-0.00985625386112755,-52.6312492945115
0,2.3355,-0.00985919697713685,-52.6378160282736
0,2.33575,-0.00986214145357677,-52.644383759441
0,2.336,-0.00986508729187075,-52.6509524894875
0,2.33625,-0.00986803449344804,-52.6575222198898
0,2.3365,-0.00987098305973887,-52.6640929521277
0,2.33675,-0.00987393299217151,-52.6706646876842
0,2.337,-0.00987688429218392,-52.6772374280455
0,2.33725,-0.00987983696121982,-52.6838111747006
0,2.3375,-0.00988279100071716,-52.6903859291417
0,2.33775,-0.0098857464121226,-52.6969616928644
0,2.338,-0.00988870319688566,-52.7035384673671
0,2.33825,-0.00989166135645492,-52.7101162541514
0,2.3385,-0.00989462089228766,-52.7166950547222
0,2.33875,-0.00989758180584306,-52.7232748705875
0,2.339,-0.00990054409858034,-52.7298557032583
0,2.33925,-0.00990350777196353,-52.7364375542489
0,2.3395,-0.00990647282746052,-52.7430204250768
0,2.33975,-0.00990943926654308,-52.7496043172627
0,2.34,-0.00991240709068491,-52.7561892323304
0,2.34025,-0.00991537630136163,-52.762775171807
0,2.3405,-0.00991834690005563,-52.7693621372226
0,2.34075,-0.00992131888824931,-52.7759501301109
0,2.341,-0.009924292267427,-52.7825391520085
0,2.34125,-0.0099272670390846,-52.7891292044554
0,2.3415,-0.00993024320470838,-52.7957202889948
0,2.34175,-0.00993322076579812,-52.8023124071731
0,2.342,-0.00993619972385458,-52.8089055605401
0,2.34225,-0.00993918008038139,-52.8154997506488
0,2.3425,-0.00994216183688318,-52.8220949790554
0,2.34275,-0.00994514499486746,-52.8286912473195
0,2.343,-0.00994812955585236,-52.835288557004
0,2.34325,-0.00995111552134832,-52.841886909675
0,2.3435,-0.00995410289288022,-52.848486306902
0,2.34375,-0.00995709167196815,-52.8550867502578
0,2.344,-0.00996008186013702,-52.8616882413187
0,2.34425,-0.00996307345892138,-52.868290781664
0,2.3445,-0.00996606646985002,-52.8748943728766
0,2.34475,-0.00996906089445846,-52.8814990165427
0,2.345,-0.00997205673429287,-52.8881047142519
0,2.34525,-0.00997505399088879,-52.8947114675972
0,2.3455,-0.00997805266579817,-52.9013192781748
0,2.34575,-0.00998105276056525,-52.9079281475845
0,2.346,-0.00998405427675165,-52.9145380774295
0,2.34625,-0.00998705721590643,-52.9211490693162
0,2.3465,-0.00999006157959315,-52.9277611248548
0,2.34675,-0.00999306736937922,-52.9343742456585
0,2.347,-0.00999607458682434,-52.9409884333443
0,2.34725,-0.00999908323350367,-52.9476036895324
0,2.3475,-0.0100020933109943,-52.9542200158466
0,2.34775,-0.0100051048208694,-52.9608374139142
0,2.348,-0.0100081177647099,-52.9674558853659
0,2.34825,-0.0100111321441007,-52.9740754318358
0,2.3485,-0.0100141479606373,-52.9806960549617
0,2.34875,-0.0100171652159004,-52.9873177563848
0,2.349,-0.0100201839114944,-52.9939405377498
0,2.34925,-0.0100232040490116,-53.000564400705
0,2.3495,-0.0100262256300622,-53.0071893469021
0,2.34975,-0.0100292486562414,-53.0138153779965
0,2.35,-0.0100322731291719,-53.0204424956471
0,2.35025,-0.0100352990504567,-53.0270707015164
0,2.3505,-0.0100383264217155,-53.0336999972703
0,2.35075,-0.0100413552445747,-53.0403303845785
0,2.351,-0.0100443855206508,-53.0469618651142
0,2.35125,-0.0100474172515733,-53.0535944405542
0,2.3515,-0.0100504504389771,-53.0602281125789
0,2.35175,-0.0100534850844953,-53.0668628828724
0,2.352,-0.0100565211897651,-53.0734987531224
0,2.35225,-0.0100595587564339,-53.0801357250201
0,2.3525,-0.0100625977861426,-53.0867738002606
0,2.35275,-0.0100656382805457,-53.0934129805424
0,2.353,-0.0100686802412926,-53.1000532675679
0,2.35325,-0.0100717236700503,-53.1066946630432
0,2.3535,-0.0100747685684636,-53.1133371686777
0,2.35375,-0.0100778149382128,-53.1199807861851
0,2.354,-0.0100808627809621,-53.1266255172823
0,2.35425,-0.0100839120983794,-53.1332713636901
0,2.3545,-0.0100869628921451,-53.1399183271332
0,2.35475,-0.0100900151639396,-53.1465664093398
0,2.355,-0.0100930689154493,-53.153215612042
0,2.35525,-0.0100961241483547,-53.1598659369755
0,2.3555,-0.0100991808643545,-53.16651738588
0,2.35575,-0.0101022390651408,-53.1731699604988
0,2.356,-0.0101052987524154,-53.1798236625791
0,2.35625,-0.010108359927879,-53.1864784938719
0,2.3565,-0.0101114225932421,-53.1931344561319
0,2.35675,-0.0101144867502111,-53.1997915511178
0,2.357,-0.0101175524005071,-53.2064497805919
0,2.35725,-0.0101206195458455,-53.2131091463207
0,2.3575,-0.0101236881879472,-53.2197696500741
0,2.35775,-0.010126758328542,-53.2264312936263
0,2.358,-0.0101298299693636,-53.2330940787551
0,2.35825,-0.0101329031121425,-53.2397580072424
0,2.3585,-0.0101359777586164,-53.2464230808737
0,2.35875,-0.0101390539105313,-53.2530893014387
0,2.359,-0.0101421315696364,-53.2597566707309
0,2.35925,-0.0101452107376769,-53.2664251905477
0,2.3595,-0.0101482914164095,-53.2730948626905
0,2.35975,-0.0101513736075959,-53.2797656889647
0,2.36,-0.0101544573129968,-53.2864376711795
0,2.36025,-0.0101575425343805,-53.2931108111482
0,2.3605,-0.0101606292735174,-53.2997851106882
0,2.36075,-0.0101637175321808,-53.3064605716205
0,2.361,-0.0101668073121515,-53.3131371957706
0,2.36125,-0.0101698986152164,-53.3198149849677
0,2.3615,-0.0101729914431612,-53.3264939410452
0,2.36175,-0.0101760857977756,-53.3331740658403
0,2.362,-0.0101791816808608,-53.3398553611944
0,2.36225,-0.0101822790942103,-53.3465378289532
0,2.3625,-0.0101853780396332,-53.353221470966
0,2.36275,-0.0101884785189374,-53.3599062890866
0,2.363,-0.0101915805339329,-53.3665922851727
0,2.36325,-0.0101946840864422,-53.3732794610861
0,2.3635,-0.0101977891782791,-53.3799678186928
0,2.36375,-0.0102008958112768,-53.3866573598629
0,2.364,-0.0102040039872625,-53.3933480864706
0,2.36425,-0.0102071137080694,-53.4000400003943
0,2.3645,-0.0102102249755355,-53.4067331035166
0,2.36475,-0.0102133377915056,-53.4134273977241
0,2.365,-0.0102164521578242,-53.420122884908
0,2.36525,-0.0102195680763459,-53.4268195669632
0,2.3655,-0.0102226855489241,-53.4335174457891
0,2.36575,-0.0102258045774209,-53.4402165232893
0,2.366,-0.0102289251636983,-53.4469168013715
0,2.36625,-0.0102320473096283,-53.4536182819479
0,2.3665,-0.0102351710170825,-53.4603209669348
0,2.36675,-0.0102382962879366,-53.4670248582527
0,2.367,-0.0102414231240769,-53.4737299578265
0,2.36725,-0.0102445515273898,-53.4804362675853
0,2.3675,-0.0102476814997614,-53.4871437894627
0,2.36775,-0.0102508130430944,-53.4938525253965
0,2.368,-0.0102539461592839,-53.5005624773287
0,2.36825,-0.0102570808502373,-53.5072736472058
0,2.3685,-0.0102602171178614,-53.5139860369787
0,2.36875,-0.0102633549640702,-53.5206996486026
0,2.369,-0.010266494390784,-53.527414484037
0,2.36925,-0.0102696353999257,-53.5341305452459
0,2.3695,-0.0102727779934184,-53.5408478341978
0,2.36975,-0.0102759221731994,-53.5475663528653
0,2.37,-0.0102790679412006,-53.5542861032257
0,2.37025,-0.0102822152993671,-53.5610070872608
0,2.3705,-0.0102853642496442,-53.5677293069566
0,2.37075,-0.010288514793978,-53.5744527643037
0,2.371,-0.0102916669343282,-53.5811774612971
0,2.37125,-0.0102948206726546,-53.5879033999366
0,2.3715,-0.0102979760109236,-53.5946305822261
0,2.37175,-0.0103011329510989,-53.6013590101743
0,2.372,-0.0103042914951555,-53.6080886857942
0,2.37225,-0.0103074516450755,-53.6148196111036
0,2.3725,-0.0103106134028416,-53.6215517881247
0,2.37275,-0.0103137767704398,-53.6282852188842
0,2.373,-0.0103169417498665,-53.6350199054136
0,2.37325,-0.0103201083431132,-53.6417558497489
0,2.3735,-0.0103232765521918,-53.6484930539307
0,2.37375,-0.0103264463791017,-53.6552315200041
0,2.374,-0.0103296178258635,-53.661971250019
0,2.37425,-0.0103327908944842,-53.66871224603
0,2.3745,-0.010335965586994,-53.6754545100961
0,2.37475,-0.0103391419054146,-53.6821980442813
0,2.375,-0.0103423198517848,-53.688942850654
0,2.37525,-0.0103454994281368,-53.6956889312876
0,2.3755,-0.0103486806365087,-53.7024362882598
0,2.37575,-0.0103518634789547,-53.7091849236535
0,2.376,-0.0103550479575198,-53.715934839556
0,2.37625,-0.0103582340742678,-53.7226860380595
0,2.3765,-0.0103614218312553,-53.7294385212609
0,2.37675,-0.010364611230549,-53.7361922912621
0,2.377,-0.0103678022742257,-53.7429473501694
0,2.37725,-0.0103709949643572,-53.7497037000943
0,2.3775,-0.0103741893030277,-53.7564613431529
0,2.37775,-0.0103773852923217,-53.7632202814663
0,2.378,-0.0103805829343342,-53.7699805171601
0,2.37825,-0.0103837822311611,-53.7767420523653
0,2.3785,-0.0103869831849061,-53.7835048892173
0,2.37875,-0.0103901857976728,-53.7902690298568
0,2.379,-0.0103933900715804,-53.797034476429
0,2.37925,-0.0103965960087404,-53.8038012310843
0,2.3795,-0.0103998036112805,-53.810569295978
0,2.37975,-0.0104030128813286,-53.8173386732703
0,2.38,-0.0104062238210135,-53.8241093651263
0,2.38025,-0.0104094364324795,-53.8308813737163
0,2.3805,-0.0104126507178679,-53.8376547012153
0,2.38075,-0.0104158666793298,-53.8444293498036
0,2.381,-0.010419084319019,-53.8512053216664
0,2.38125,-0.0104223036390964,-53.8579826189938
0,2.3815,-0.0104255246417263,-53.8647612439811
0,2.38175,-0.0104287473290802,-53.8715411988286
0,2.382,-0.0104319717033304,-53.8783224857419
0,2.38225,-0.0104351977666625,-53.8851051069313
0,2.3825,-0.0104384255212674,-53.8918890646126
0,2.38275,-0.010441654969326,-53.8986743610065
0,2.383,-0.0104448861130462,-53.9054609983389
0,2.38325,-0.0104481189546295,-53.9122489788408
0,2.3835,-0.0104513534962808,-53.9190383047485
0,2.38375,-0.010454589740216,-53.9258289783034
0,2.384,-0.0104578276886587,-53.932621001752
0,2.38425,-0.0104610673438254,-53.9394143773462
0,2.3845,-0.0104643087079561,-53.9462091073431
0,2.38475,-0.010467551783286,-53.9530051940049
0,2.385,-0.0104707965720511,-53.9598026395993
0,2.38525,-0.0104740430765048,-53.966601446399
0,2.3855,-0.0104772912988957,-53.9734016166821
0,2.38575,-0.0104805412414861,-53.9802031527323
0,2.386,-0.0104837929065418,-53.987006056838
0,2.38625,-0.010487046296327,-53.9938103312936
0,2.3865,-0.0104903014131251,-54.0006159783985
0,2.38675,-0.0104935582592166,-54.0074230004574
0,2.387,-0.010496816836884,-54.0142313997805
0,2.38725,-0.010500077148424,-54.0210411786836
0,2.3875,-0.0105033391961357,-54.0278523394876
0,2.38775,-0.0105066029823228,-54.034664884519
0,2.388,-0.0105098685092965,-54.0414788161096
0,2.38825,-0.0105131357793733,-54.048294136597
0,2.3885,-0.010516404794877,-54.0551108483239
0,2.38875,-0.0105196755581288,-54.0619289536387
0,2.389,-0.0105229480714719,-54.0687484548952
0,2.38925,-0.0105262223372411,-54.0755693544529
0,2.3895,-0.0105294983577853,-54.0823916546767
0,2.38975,-0.0105327761354538,-54.0892153579371
0,2.39,-0.0105360556726081,-54.0960404666103
0,2.39025,-0.0105393369716051,-54.1028669830778
0,2.3905,-0.01054262003482,-54.109694909727
0,2.39075,-0.010545904864631,-54.1165242489509
0,2.391,-0.0105491914634131,-54.1233550031479
0,2.39125,-0.01055247983356,-54.1301871747223
0,2.3915,-0.0105557699774642,-54.1370207660841
0,2.39175,-0.0105590618975251,-54.1438557796488
0,2.392,-0.0105623555961507,-54.1506922178377
0,2.39225,-0.0105656510757511,-54.1575300830779
0,2.3925,-0.0105689483387478,-54.1643693778022
0,2.39275,-0.0105722473875642,-54.1712101044492
0,2.393,-0.0105755482246317,-54.1780522654632
0,2.39325,-0.0105788508523873,-54.1848958632942
0,2.3935,-0.0105821552732738,-54.1917409003984
0,2.39375,-0.0105854614897437,-54.1985873792374
0,2.394,-0.0105887695042505,-54.2054353022789
0,2.39425,-0.0105920793192621,-54.2122846719963
0,2.3945,-0.0105953909372416,-54.2191354908692
0,2.39475,-0.0105987043606648,-54.2259877613827
0,2.395,-0.010602019592015,-54.232841486028
0,2.39525,-0.0106053366337805,-54.2396966673024
0,2.3955,-0.0106086554884564,-54.2465533077089
0,2.39575,-0.0106119761585424,-54.2534114097566
0,2.396,-0.0106152986465441,-54.2602709759605
0,2.39625,-0.0106186229549799,-54.2671320088417
0,2.3965,-0.0106219490863688,-54.2739945109274
0,2.39675,-0.0106252770432358,-54.2808584847506
0,2.397,-0.0106286068281146,-54.2877239328506
0,2.39725,-0.0106319384435466,-54.2945908577726
0,2.3975,-0.0106352718920799,-54.3014592620681
0,2.39775,-0.0106386071762646,-54.3083291482945
0,2.398,-0.0106419442986644,-54.3152005190155
0,2.39825,-0.0106452832618418,-54.3220733768009
0,2.3985,-0.010648624068374,-54.3289477242267
0,2.39875,-0.0106519667208391,-54.3358235638749
0,2.399,-0.0106553112218259,-54.3427008983341
0,2.39925,-0.010658657573926,-54.3495797301988
0,2.3995,-0.0106620057797388,-54.3564600620698
0,2.39975,-0.0106653558418771,-54.3633418965543
0,2.4,-0.0106687077629481,-54.3702252362656
0,2.40025,-0.0106720615455752,-54.3771100838235
0,2.4005,-0.0106754171923897,-54.383996441854
0,2.40075,-0.010678774706022,-54.3908843129895
0,2.401,-0.0106821340891128,-54.3977736998688
0,2.40125,-0.0106854953443187,-54.4046646051368
0,2.4015,-0.0106888584742862,-54.4115570314452
0,2.40175,-0.0106922234816854,-54.4184509814519
0,2.402,-0.0106955903691793,-54.4253464578213
0,2.40225,-0.0106989591394494,-54.4322434632242
0,2.4025,-0.0107023297951763,-54.4391420003379
0,2.40275,-0.0107057023390531,-54.4460420718463
0,2.403,-0.0107090767737757,-54.4529436804397
0,2.40325,-0.0107124531020528,-54.4598468288149
0,2.4035,-0.0107158313265918,-54.4667515196755
0,2.40375,-0.0107192114501149,-54.4736577557313
0,2.404,-0.0107225934753509,-54.4805655396991
0,2.40425,-0.0107259774050296,-54.487474874302
0,2.4045,-0.0107293632418963,-54.4943857622699
0,2.40475,-0.0107327509886962,-54.5012982063394
0,2.405,-0.0107361406481872,-54.5082122092536
0,2.40525,-0.0107395322231282,-54.5151277737624
0,2.4055,-0.010742925716301,-54.5220449026226
0,2.40575,-0.0107463211304721,-54.5289635985974
0,2.406,-0.0107497184684295,-54.5358838644569
0,2.40625,-0.0107531177329695,-54.5428057029782
0,2.4065,-0.0107565189268926,-54.5497291169448
0,2.40675,-0.0107599220530019,-54.5566541091474
0,2.407,-0.0107633271141113,-54.5635806823834
0,2.40725,-0.0107667341130559,-54.5705088394569
0,2.4075,-0.0107701430526545,-54.5774385831791
0,2.40775,-0.01077355393575,-54.5843699163681
0,2.408,-0.0107769667651861,-54.5913028418488
0,2.40825,-0.0107803815438172,-54.5982373624532
0,2.4085,-0.0107837982745057,-54.6051734810202
0,2.40875,-0.0107872169601175,-54.6121112003956
0,2.409,-0.0107906376035313,-54.6190505234324
0,2.40925,-0.0107940602076323,-54.6259914529905
0,2.4095,-0.01079748477531,-54.6329339919369
0,2.40975,-0.010800911309467,-54.6398781431458
0,2.41,-0.0108043398130099,-54.6468239094983
0,2.41025,-0.0108077702888532,-54.6537712938826
0,2.4105,-0.0108112027399237,-54.6607202991944
0,2.41075,-0.0108146371691484,-54.6676709283362
0,2.411,-0.0108180735794735,-54.6746231842179
0,2.41125,-0.0108215119738376,-54.6815770697564
0,2.4115,-0.0108249523552024,-54.6885325878761
0,2.41175,-0.0108283947265304,-54.6954897415085
0,2.412,-0.0108318390907942,-54.7024485335924
0,2.41225,-0.0108352854509708,-54.7094089670739
0,2.4125,-0.010838733810049,-54.7163710449065
0,2.41275,-0.0108421841710243,-54.723334770051
0,2.413,-0.0108456365369039,-54.7303001454755
0,2.41325,-0.0108490909106978,-54.7372671741555
0,2.4135,-0.0108525472954276,-54.7442358590742
0,2.41375,-0.0108560056941187,-54.7512062032219
0,2.414,-0.0108594661098151,-54.7581782095965
0,2.41425,-0.0108629285455529,-54.7651518812034
0,2.4145,-0.0108663930043961,-54.7721272210555
0,2.41475,-0.0108698594894012,-54.7791042321731
0,2.415,-0.0108733280036419,-54.7860829175843
0,2.41525,-0.010876798550195,-54.7930632803247
0,2.4155,-0.0108802711321478,-54.8000453234374
0,2.41575,-0.0108837457526021,-54.8070290499732
0,2.416,-0.0108872224146549,-54.8140144629907
