"cs_high [mm]","dis [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
18,14,3.007,-0.0240361348868873,114.42070500472
18,14,3.008,-0.0240391013817892,114.293483587009
18,14,3.009,-0.0240421130150884,114.166415988956
18,14,3.01,-0.024045168979573,114.039499859635
18,14,3.011,-0.0240482684843641,113.912732883114
18,14,3.012,-0.0240514107545573,113.78611277776
18,14,3.013,-0.0240545950308656,113.659637295576
18,14,3.014,-0.0240578205692881,113.533304221533
18,14,3.015,-0.0240610866407866,113.407111372937
18,14,3.016,-0.0240643925309591,113.281056598798
18,14,3.017,-0.0240677375397338,113.155137779216
18,14,3.018,-0.0240711209810737,113.029352824786
18,14,3.019,-0.0240745421826872,112.903699676006
18,14,3.02,-0.0240780004857358,112.778176302711
18,14,3.021,-0.0240814952445765,112.65278070351
18,14,3.022,-0.0240850258264935,112.52751090524
18,14,3.023,-0.024088591611439,112.402364962431
18,14,3.024,-0.0240921919917842,112.277340956783
18,14,3.025,-0.0240958263720817,112.152436996652
18,14,3.026,-0.0240994941688408,112.027651216556
18,14,3.027,-0.0241031948102805,111.902981776681
18,14,3.028,-0.0241069277361346,111.7784268624
18,14,3.029,-0.0241106923974208,111.653984683812
18,14,3.03,-0.0241144882562571,111.529653475279
18,14,3.031,-0.0241183147856334,111.405431494978
18,14,3.032,-0.024122171469248,111.281317024465
18,14,3.033,-0.024126057801303,111.157308368244
18,14,3.034,-0.0241299732863365,111.033403853345
18,14,3.035,-0.0241339174390424,110.90960182892
18,14,3.036,-0.0241378897840926,110.785900665831
18,14,3.037,-0.0241418898559928,110.662298756265
18,14,3.038,-0.0241459171989127,110.538794513343
18,14,3.039,-0.0241499713665375,110.415386370745
18,14,3.04,-0.0241540519219156,110.292072782338
18,14,3.041,-0.0241581584373258,110.168852221817
18,14,3.042,-0.0241622904941335,110.04572318235
18,14,3.043,-0.0241664476826512,109.922684176228
18,14,3.044,-0.0241706296020351,109.799733734529
18,14,3.045,-0.0241748358601247,109.676870406782
18,14,3.046,-0.0241790660733646,109.554092760643
18,14,3.047,-0.0241833198666562,109.431399381574
18,14,3.048,-0.0241875968732668,109.30878887253
18,14,3.049,-0.0241918967347199,109.186259853654
18,14,3.05,-0.0241962191006845,109.063810961973
18,14,3.051,-0.0242005636288929,108.941440851108
18,14,3.052,-0.0242049299850261,108.81914819098
18,14,3.053,-0.0242093178426445,108.696931667532
18,14,3.054,-0.0242137268830839,108.574789982449
18,14,3.055,-0.024218156795387,108.452721852885
18,14,3.056,-0.0242226072762128,108.330726011202
18,14,3.057,-0.0242270780297562,108.208801204701
18,14,3.058,-0.0242315687677011,108.086946195372
18,14,3.059,-0.0242360792091179,107.96515975964
18,14,3.06,-0.0242406090804202,107.84344068812
18,14,3.061,-0.0242451581152953,107.721787785374
18,14,3.062,-0.0242497260546399,107.600199869675
18,14,3.063,-0.0242543126465112,107.478675772776
18,14,3.064,-0.0242589176460688,107.357214339678
18,14,3.065,-0.0242635408155274,107.235814428413
18,14,3.066,-0.0242681819241024,107.114474909818
18,14,3.067,-0.0242728407479754,106.993194667322
18,14,3.068,-0.0242775170702486,106.87197259674
18,14,3.069,-0.0242822106808907,106.750807606058
18,14,3.07,-0.0242869213767301,106.629698615233
18,14,3.071,-0.0242916489613941,106.508644555997
18,14,3.072,-0.0242963932452963,106.387644371656
18,14,3.073,-0.0243011540455969,106.2666970169
18,14,3.074,-0.0243059311861738,106.145801457615
18,14,3.075,-0.0243107244976165,106.024956670697
18,14,3.076,-0.024315533817193,105.904161643871
18,14,3.077,-0.0243203589888238,105.783415375512
18,14,3.078,-0.0243251998630903,105.662716874472
18,14,3.079,-0.0243300562971851,105.542065159903
18,14,3.08,-0.0243349281549441,105.421459261092
18,14,3.081,-0.0243398153067973,105.300898217298
18,14,3.082,-0.0243447176297861,105.18038107758
18,14,3.083,-0.0243496350075601,105.059906900647
18,14,3.084,-0.0243545673303518,104.939474754695
18,14,3.085,-0.0243595144950039,104.819083717254
18,14,3.086,-0.024364476404955,104.698732875038
18,14,3.087,-0.0243694529702506,104.578421323793
18,14,3.088,-0.0243744441075438,104.458148168153
18,14,3.089,-0.0243794497401154,104.337912521497
18,14,3.09,-0.0243844697978668,104.217713505804
18,14,3.091,-0.0243895042173504,104.09755025152
18,14,3.092,-0.0243945529417727,103.977421897415
18,14,3.093,-0.0243996159210167,103.857327590455
18,14,3.094,-0.0244046931116591,103.737266485666
18,14,3.095,-0.0244097844769918,103.617237746005
18,14,3.096,-0.0244148899870411,103.497240542237
18,14,3.097,-0.0244200096185988,103.377274052804
18,14,3.098,-0.0244251433552491,103.257337463705
18,14,3.099,-0.0244302911873823,103.137429968376
18,14,3.1,-0.0244354531122423,103.017550767568
18,14,3.101,-0.0244406291339643,102.897699069234
18,14,3.102,-0.0244458192635792,102.777874088409
18,14,3.103,-0.0244510235190889,102.658075047103
18,14,3.104,-0.0244562419254636,102.538301174186
18,14,3.105,-0.0244614745147237,102.418551705276
18,14,3.106,-0.0244667213259451,102.29882588264
18,14,3.107,-0.0244719824053253,102.17912295508
18,14,3.108,-0.0244772578062258,102.059442177831
18,14,3.109,-0.0244825475892101,101.939782812462
18,14,3.11,-0.0244878518221014,101.820144126771
18,14,3.111,-0.0244931705800274,101.700525394688
18,14,3.112,-0.0244985039454857,101.580925896177
18,14,3.113,-0.0245038520083802,101.461344917141
18,14,3.114,-0.0245092148660892,101.341781749327
18,14,3.115,-0.0245145926235295,101.22223569023
18,14,3.116,-0.0245199853931992,101.102706043007
18,14,3.117,-0.0245253932952516,100.983192116383
18,14,3.118,-0.0245308164575588,100.863693224565
18,14,3.119,-0.0245362550157769,100.744208687151
18,14,3.12,-0.0245417091133996,100.624737829048
18,14,3.121,-0.0245471789018478,100.505279980385
18,14,3.122,-0.0245526645405395,100.385834476432
18,14,3.123,-0.0245581661969375,100.266400657515
18,14,3.124,-0.0245636840466502,100.146977868938
18,14,3.125,-0.0245692182734962,100.027565460902
18,14,3.126,-0.0245747690695899,99.9081627884275
18,14,3.127,-0.0245803366354116,99.7887692112753
18,14,3.128,-0.0245859211798921,99.669384093874
18,14,3.129,-0.0245915229205032,99.5500068052425
18,14,3.13,-0.0245971420833327,99.4306367189173
18,14,3.131,-0.0246027789031807,99.3112732128796
18,14,3.132,-0.024608433623643,99.191915669484
18,14,3.133,-0.0246141064972059,99.0725634753878
18,14,3.134,-0.0246197977853277,98.9532160214815
18,14,3.135,-0.0246255077585548,98.8338727028204
18,14,3.136,-0.0246312366965919,98.7145329185574
18,14,3.137,-0.0246369848884245,98.5951960718761
18,14,3.138,-0.024642752632401,98.4758615699254
18,14,3.139,-0.0246485402363384,98.3565288237552
18,14,3.14,-0.0246543480176412,98.2371972482521
18,14,3.141,-0.024660176303376,98.1178662620773
18,14,3.142,-0.0246660254304183,97.9985352876044
18,14,3.143,-0.0246718957455215,97.8792037508581
18,14,3.144,-0.0246777876054626,97.7598710814549
18,14,3.145,-0.0246837013771346,97.6405367125424
18,14,3.146,-0.024689637437662,97.5212000807423
18,14,3.147,-0.0246955961745389,97.4018606260917
18,14,3.148,-0.0247015779857153,97.2825177919865
18,14,3.149,-0.0247075832797485,97.1631710251253
18,14,3.15,-0.0247136124759056,97.0438197754538
18,14,3.151,-0.024719666004298,96.9244634961105
18,14,3.152,-0.0247257443060079,96.8051016433727
18,14,3.153,-0.0247318478332112,96.6857336766029
18,14,3.154,-0.0247379770493163,96.5663590581974
18,14,3.155,-0.0247441324290873,96.446977253533
18,14,3.156,-0.0247503144587953,96.3275877309175
18,14,3.157,-0.0247565236363356,96.2081899615381
18,14,3.158,-0.0247627604713792,96.0887834194121
18,14,3.159,-0.0247690254855131,95.9693675813378
18,14,3.16,-0.0247753192123791,95.8499419268459
18,14,3.161,-0.0247816421978235,95.7305059381517
18,14,3.162,-0.0247879950000428,95.6110591001078
18,14,3.163,-0.0247943781897326,95.4916009001575
18,14,3.164,-0.0248007923502385,95.3721308282886
18,14,3.165,-0.0248072380777157,95.2526483769879
18,14,3.166,-0.0248137159812743,95.1331530411964
18,14,3.167,-0.0248202266831571,95.0136443182652
18,14,3.168,-0.0248267708188703,94.8941217079105
18,14,3.169,-0.0248333490373848,94.7745847121719
18,14,3.17,-0.0248399620012679,94.6550328353687
18,14,3.171,-0.0248466103868578,94.5354655840574
18,14,3.172,-0.0248532948844514,94.4158824669908
18,14,3.173,-0.0248600161984561,94.296282995076
18,14,3.174,-0.0248667750475803,94.1766666813339
18,14,3.175,-0.0248735721649953,94.0570330408595
18,14,3.176,-0.0248804082985166,93.9373815907806
18,14,3.177,-0.0248872842108041,93.8177118502202
18,14,3.178,-0.024894200679514,93.6980233402564
18,14,3.179,-0.0249011584975184,93.5783155838841
18,14,3.18,-0.0249081584730701,93.4585881059779
18,14,3.181,-0.024915201430003,93.338840433253
18,14,3.182,-0.02492228820793,93.2190720942294
18,14,3.183,-0.0249294196624396,93.0992826191944
18,14,3.184,-0.0249365966652727,92.9794715401664
18,14,3.185,-0.024943820104562,92.8596383908593
18,14,3.186,-0.0249510908849991,92.7397827066461
18,14,3.187,-0.0249584099280719,92.6199040245249
18,14,3.188,-0.0249657781722498,92.5000018830829
18,14,3.189,-0.0249731965732128,92.3800758224629
18,14,3.19,-0.0249806661040598,92.2601253843289
18,14,3.191,-0.0249881877555204,92.1401501118322
18,14,3.192,-0.0249957625361881,92.0201495495784
18,14,3.193,-0.0250033914727293,91.9001232435941
18,14,3.194,-0.0250110756101234,91.7800707412944
18,14,3.195,-0.0250188160118766,91.6599915914505
18,14,3.196,-0.0250266137602695,91.5398853441576
18,14,3.197,-0.0250344699565724,91.4197515508037
18,14,3.198,-0.025042385721306,91.2995897640371
18,14,3.199,-0.0250503621944615,91.1793995377366
18,14,3.2,-0.02505840053575,91.05918042698
18,18,2.4,-0.0274587725989641,120.591071255305
18,18,2.401,-0.0274954383272954,120.361059739963
18,18,2.402,-0.0275323938967247,120.1301007546
18,18,2.403,-0.0275696423512364,119.898184458634
18,18,2.404,-0.0276071867888956,119.665300874874
18,18,2.405,-0.027645030362818,119.431439887214
18,18,2.406,-0.027683176282111,119.196591238283
18,18,2.407,-0.0277216278128797,118.960744527045
18,18,2.408,-0.0277603882792334,118.723889206359
18,18,2.409,-0.0277994610643044,118.486014580488
18,18,2.41,-0.0278388496112988,118.247109802554
18,18,2.411,-0.0278785574245718,118.007163871954
18,18,2.412,-0.027918588070697,117.766165631712
18,18,2.413,-0.027958945179595,117.524103765793
18,18,2.414,-0.0279996324456608,117.280966796351
18,18,2.415,-0.0280406536289018,117.036743080931
18,18,2.416,-0.0280820125561384,116.791420809611
18,18,2.417,-0.0281237131221831,116.544988002091
18,18,2.418,-0.0281657592910761,116.29743250472
18,18,2.419,-0.028208155097324,116.048741987467
18,18,2.42,-0.0282509046471605,115.798903940827
18,18,2.421,-0.0282940121198749,115.547905672675
18,18,2.422,-0.0283374817690929,115.295734305043
18,18,2.423,-0.0283813179241491,115.042376770843
18,18,2.424,-0.0284255249914528,114.787819810522
18,18,2.425,-0.0284701074558813,114.532049968645
18,18,2.426,-0.0285150698822101,114.275053590415
18,18,2.427,-0.0285604169165658,114.016816818116
18,18,2.428,-0.0286061532879157,113.757325587495
18,18,2.429,-0.0286522838095551,113.496565624058
18,18,2.43,-0.0286988133806821,113.234522439297
18,18,2.431,-0.0287457469879299,112.971181326843
18,18,2.432,-0.0287930897069898,112.706527358534
18,18,2.433,-0.0288408467042291,112.44054538041
18,18,2.434,-0.0288890232383623,112.173220008618
18,18,2.435,-0.0289376246621266,111.904535625243
18,18,2.436,-0.0289866564240165,111.634476374046
18,18,2.437,-0.0290361240700377,111.363026156116
18,18,2.438,-0.0290860332455048,111.090168625438
18,18,2.439,-0.0291363896968456,110.81588718436
18,18,2.44,-0.0291871992734708,110.540164978983
18,18,2.441,-0.0292384679296691,110.262984894433
18,18,2.442,-0.0292902017265104,109.984329550059
18,18,2.443,-0.0293424068338508,109.704181294518
18,18,2.444,-0.029395089532275,109.422522200762
18,18,2.445,-0.0294482562151814,109.139334060919
18,18,2.446,-0.0295019133908097,108.854598381078
18,18,2.447,-0.0295560676843736,108.568296375949
18,18,2.448,-0.0296107258402097,108.280408963431
18,18,2.449,-0.0296658947239498,107.990916759055
18,18,2.45,-0.029721581324718,107.699800070314
18,18,2.451,-0.0297777927574549,107.407038890879
18,18,2.452,-0.0298345362651559,107.112612894694
18,18,2.453,-0.0298918192212382,106.816501429943
18,18,2.454,-0.0299496491319269,106.518683512903
18,18,2.455,-0.0300080336386397,106.219137821654
18,18,2.456,-0.0300669805204768,105.917842689674
18,18,2.457,-0.0301264976967186,105.614776099292
18,18,2.458,-0.0301865932293447,105.309915675002
18,18,2.459,-0.0302472753256291,105.00323867665
18,18,2.46,-0.03030855234077,104.694721992468
18,18,2.461,-0.0303704327805251,104.384342131971
18,18,2.462,-0.0304329253039334,104.072075218701
18,18,2.463,-0.030496038726079,103.757896982823
18,18,2.464,-0.0305597820207901,103.441782753573
18,18,2.465,-0.0306241643235885,103.123707451537
18,18,2.466,-0.0306891949344435,102.803645580785
18,18,2.467,-0.0307548833207237,102.481571220829
18,18,2.468,-0.030821239120157,102.157458018426
18,18,2.469,-0.0308882721437644,101.831279179208
18,18,2.47,-0.0309559923789108,101.503007459133
18,18,2.471,-0.0310244099923413,101.172615155774
18,18,2.472,-0.0310935353333029,100.840074099417
18,18,2.473,-0.0311633789366459,100.505355643987
18,18,2.474,-0.0312339515259742,100.168430657777
18,18,2.475,-0.0313052640168708,99.8292695139977
18,18,2.476,-0.0313773275201221,99.4878420811343
18,18,2.477,-0.0314501533449168,99.1441177131015
18,18,2.478,-0.0315237530021992,98.7980652392066
18,18,2.479,-0.0315981382079725,98.449652953906
18,18,2.48,-0.0316733208865604,98.0988486063574
18,18,2.481,-0.0317493131740432,97.7456193897639
18,18,2.482,-0.0318261274215772,97.3899319305048
18,18,2.483,-0.0319037761988141,97.0317522770508
18,18,2.484,-0.0319822722972993,96.6710458886601
18,18,2.485,-0.032061628733863,96.3077776238541
18,18,2.486,-0.0321418587540738,95.9419117286647
18,18,2.487,-0.0322229758356145,95.5734118246567
18,18,2.488,-0.0323049936917454,95.2022408967152
18,18,2.489,-0.032387926274638,94.8283612806009
18,18,2.49,-0.0324717877789121,94.4517346502678
18,18,2.491,-0.0325565926448725,94.0723220049392
18,18,2.492,-0.032642355561922,93.6900836559423
18,18,2.493,-0.0327290914718978,93.3049792132973
18,18,2.494,-0.0328168155723742,92.9169675720577
18,18,2.495,-0.0329055433198607,92.5260068984022
18,18,2.496,-0.0329952904330497,92.1320546154735
18,18,2.497,-0.0330860728958719,91.7350673889631
18,18,2.498,-0.0331779069606994,91.3350011124428
18,18,2.499,-0.0332708091511505,90.9318108924361
18,18,2.5,-0.0333647962651377,90.525451033235
18,18,2.501,-0.033459885377542,90.1158750214568
18,18,2.502,-0.0335560938430164,89.7030355103415
18,18,2.503,-0.0336534392984082,89.2868843037918
18,18,2.504,-0.0337519396652886,88.8673723401529
18,18,2.505,-0.0338516131520933,88.4444496757349
18,18,2.506,-0.0339524782563601,88.0180654680793
18,18,2.507,-0.0340545537664555,87.5881679589684
18,18,2.508,-0.0341578587633663,87.154704457185
18,18,2.509,-0.0342624126222869,86.7176213210199
18,18,2.51,-0.0343682350135519,86.2768639405333
18,18,2.511,-0.034475345903839,85.832376719576
18,18,2.512,-0.0345837655568168,85.3841030575709
18,18,2.513,-0.0346935145333711,84.9319853310647
18,18,2.514,-0.0348046136917305,84.4759648750536
18,18,2.515,-0.034917084187102,84.0159819640939
18,18,2.516,-0.0350309474709123,83.5519757932001
18,18,2.517,-0.0351462252895378,83.0838844585471
18,18,2.518,-0.0352629396828637,82.6116449379833
18,18,2.519,-0.0353811129819773,82.1351930713653
18,18,2.52,-0.035500767806552,81.6544635407326
18,18,2.521,-0.0356219270616172,81.1693898503308
18,18,2.522,-0.035744613933638,80.6799043065048
18,18,2.523,-0.0358688518860756,80.1859379974767
18,18,2.524,-0.0359946646540057,79.6874207730291
18,18,2.525,-0.036122076238338,79.1842812241162
18,18,2.526,-0.0362511108988587,78.6764466624225
18,18,2.527,-0.0363817931464548,78.1638430998997
18,18,2.528,-0.0365141477348073,77.6463952283065
18,18,2.529,-0.0366481996505244,77.1240263987802
18,18,2.53,-0.0367839741026138,76.5966586014781
18,18,2.531,-0.0369214965107594,76.0642124453167
18,18,2.532,-0.0370607924921007,75.526607137853
18,18,2.533,-0.0372018878473335,74.9837604653481
18,18,2.534,-0.0373448085447342,74.435588773055
18,18,2.535,-0.0374895807034632,73.8820069457807
18,18,2.536,-0.0376362305746509,73.3229283887754
18,18,2.537,-0.0377847845213335,72.7582650090015
18,18,2.538,-0.037935268996504,72.1879271968451
18,18,2.539,-0.0380877105192729,71.6118238083324
18,18,2.54,-0.038242135649188,71.0298621479188
18,18,2.541,-0.0383985709583171,70.441947951927
18,18,2.542,-0.0385570430014717,69.8479853727103
18,18,2.543,-0.0387175782837717,69.2478769636267
18,18,2.544,-0.0388802032259219,68.6415236649127
18,18,2.545,-0.039044944127078,68.0288247905522
18,18,2.546,-0.0392118271245052,67.4096780162439
18,18,2.547,-0.0393808781511338,66.7839793685766
18,18,2.548,-0.0395521228892141,66.1516232155258
18,18,2.549,-0.0397255867216309,65.5125022583959
18,18,2.55,-0.0399012946789409,64.8665075253388
18,18,2.551,-0.0400792713839368,64.2135283665898
18,18,2.552,-0.0402595409915636,63.5534524515635
18,18,2.553,-0.040442127125522,62.8861657679722
18,18,2.554,-0.0406270528106409,62.2115526231229
18,18,2.555,-0.0408143404006867,61.529495647578
18,18,2.556,-0.041004011502278,60.8398758013589
18,18,2.557,-0.0411960868934704,60.1425723828837
18,18,2.558,-0.0413905864379371,59.4374630408569
18,18,2.559,-0.0415875289938364,58.7244237893106
18,18,2.56,-0.0417869323172516,58.0033290260434
18,18,2.561,-0.0419888129604313,57.2740515546811
18,18,2.562,-0.0421931861636063,56.5364626106212
18,18,2.563,-0.0424000657417844,55.7904318911222
18,18,2.564,-0.0426094639643719,55.0358275898096
18,18,2.565,-0.0428213914289839,54.2725164358982
18,18,2.566,-0.0430358569284657,53.5003637384212
18,18,2.567,-0.0432528673109428,52.719233435792
18,18,2.568,-0.0434724273329249,51.9289881510165
18,18,2.569,-0.0436945395051857,51.1294892529112
18,18,2.57,-0.0439192039312658,50.3205969236654
18,18,2.571,-0.0441464181382516,49.5021702331289
18,18,2.572,-0.044376176899975,48.6740672201988
18,18,2.573,-0.0446084720521984,47.8361449816944
18,18,2.574,-0.0448432923000063,46.9882597691338
18,18,2.575,-0.0450806230170814,46.1302670938184
18,18,2.576,-0.0453204460370804,45.2620218406524
18,18,2.577,-0.0455627394364222,44.3833783911341
18,18,2.578,-0.0458074773095762,43.4941907559578
18,18,2.579,-0.0460546295363587,42.5943127176799
18,18,2.58,-0.0463041615410299,41.6835979838964
18,18,2.581,-0.0465560340438083,40.7619003513921
18,18,2.582,-0.0468102028056037,39.8290738817271
18,18,2.583,-0.0470666183647429,38.8849730886968
18,18,2.584,-0.0473252257680355,37.929453138145
18,18,2.585,-0.0475859642945156,36.962370060549
18,18,2.586,-0.0478487671750022,35.9835809768353
18,18,2.587,-0.0481135613056852,34.9929443378233
18,18,2.588,-0.0483802669575057,33.9903201777196
18,18,2.589,-0.0486487974835935,32.9755703820285
18,18,2.59,-0.048919059022811,31.9485589702349
18,18,2.591,-0.0491909502038132,30.9091523935782
18,18,2.592,-0.049464361847953,29.8572198481914
18,18,2.593,-0.0497391766751842,28.7926336038457
18,18,2.594,-0.0500152690125381,27.7152693484783
18,18,2.595,-0.0502925045073304,26.6250065486215
18,18,2.596,-0.050570739848407,25.5217288258027
18,18,2.597,-0.0508498224953104,24.4053243488801
18,18,2.598,-0.0511295904196476,23.2756862422267
18,18,2.599,-0.0514098718593466,22.1327130095653
18,18,2.6,-0.0516904850902692,20.9763089731645
18,18,2.601,-0.0519712382158789,19.8063847279866
18,18,2.602,-0.0522519289798045,18.6228576102873
18,18,2.603,-0.052532344603119,17.42565218
18,18,2.604,-0.0528122616502254,16.2147007161395
18,18,2.605,-0.0530914459267471,14.9899437242853
18,18,2.606,-0.0533696524121875,13.7513304550696
18,18,2.607,-0.0536466252326646,12.498819432428
18,18,2.608,-0.0539220976746879,11.2323789901893
18,18,2.609,-0.0541957922472321,9.95198781542823
18,18,2.61,-0.0544674207929461,8.6576354968047
18,18,2.611,-0.0547366846528122,7.34932307591441
18,18,2.612,-0.055003274890529,6.02706359953711
18,18,2.613,-0.0552668725758617,4.69088267040644
18,18,2.614,-0.0555271491343469,3.34081899398775
18,18,2.615,-0.0557837667643295,1.97692491854796
18,18,2.616,-0.0560363789247787,0.599266965590467
18,18,2.617,-0.05628463089762,-0.792073652398757
18,18,2.618,-0.056528160424958,-2.19700053016625
18,18,2.619,-0.0567665984246332,-3.61540158725945
18,18,2.62,-0.0569995697844275,-5.04714860849504
18,18,2.621,-0.0572266942364239,-6.49209681098874
18,18,2.622,-0.0574475873103466,-7.95008444150354
18,18,2.623,-0.0576618613671292,-9.42093240795713
18,18,2.624,-0.0578691267090076,-10.9044439489449
18,18,2.625,-0.058068992765028,-12.4004043451894
18,18,2.626,-0.0582610693501114,-13.9085806767447
18,18,2.627,-0.0584449679900873,-15.4287216297879
18,18,2.628,-0.0586203033114765,-16.9605573566633
18,18,2.629,-0.0587866944872961,-18.5037993927473
18,18,2.63,-0.0589437667334799,-20.0581406334909
18,18,2.631,-0.0590911528473169,-21.6232553747506
18,18,2.632,-0.0592284947787024,-23.1987994192712
18,18,2.633,-0.0593554452255191,-24.7844102518153
18,18,2.634,-0.0594716692410431,-26.3797072850914
18,18,2.635,-0.059576845844162,-27.9842921781999
18,18,2.636,-0.059670669617706,-29.5977492288678
18,18,2.637,-0.0597528522845837,-31.2196458402445
18,18,2.638,-0.059823124248075,-32.8495330624846
18,18,2.639,-0.0598812360822332,-34.4869462088316
18,18,2.64,-0.0599269599612158,-36.1314055452763
18,18,2.641,-0.0599600910110899,-37.7824170523094
18,18,2.642,-0.0599804485748048,-39.4394732566703
18,18,2.643,-0.059987877374783,-41.1020541303709
18,18,2.644,-0.0599822485623312,-42.7696280536946
18,18,2.645,-0.0599634606441535,-44.4416528382522
18,18,2.646,-0.0599314402721591,-46.1175768056544
18,18,2.647,-0.059886142892066,-47.7968399167712
18,18,2.648,-0.0598275532386937,-49.4788749461026
18,18,2.649,-0.0597556856757216,-51.1631086953114
18,18,2.65,-0.0596705843710462,-52.8489632395777
18,18,2.651,-0.0595723233082462,-54.5358572000982
18,18,2.652,-0.0594610061305902,-56.2232070358005
18,18,2.653,-0.0593367658175845,-57.9104283471148
18,18,2.654,-0.0591997641988066,-59.5969371845551
18,18,2.655,-0.0590501913045872,-61.2821513547826
18,18,2.656,-0.0588882645629809,-62.9654917168576
18,18,2.657,-0.0587142278472217,-64.6463834615062
18,18,2.658,-0.0585283503838179,-66.3242573663795
18,18,2.659,-0.0583309255306143,-67.9985510205437
18,18,2.66,-0.0581222694348163,-69.6687100117508
18,18,2.661,-0.057902719585995,-71.3341890704172
18,18,2.662,-0.0576726332738071,-72.9944531646681
18,18,2.663,-0.057432385965431,-74.6489785412942
18,18,2.664,-0.0571823696188795,-76.2972537079675
18,18,2.665,-0.0569229909419371,-77.9387803526562
18,18,2.666,-0.0566546696168755,-79.5730741967293
18,18,2.667,-0.0563778365009027,-81.1996657788438
18,18,2.668,-0.056092931818718,-82.8181011673488
18,18,2.669,-0.055800403360123,-84.4279425994927
18,18,2.67,-0.0555007046969175,-86.0287690463685
18,18,2.671,-0.0551942934298856,-87.6201767031005
18,18,2.672,-0.0548816294774766,-89.2017794043444
18,18,2.673,-0.0545631734188285,-90.7732089656945
18,18,2.674,-0.0542393848978473,-92.3341154521379
18,18,2.675,-0.0539107210987755,-93.8841673751212
18,18,2.676,-0.0535776352994446,-95.4230518202548
18,18,2.677,-0.0532405755087349,-96.9504745080545
18,18,2.678,-0.0528999831935832,-98.4661597904666
18,18,2.679,-0.0525562920989373,-99.9698505862121
18,18,2.68,-0.052209927163363,-101.461308258245
18,18,2.681,-0.0518613035321339,-102.940312436822
18,18,2.682,-0.051510825669966,-104.406660791828
18,18,2.683,-0.0511588865701186,-105.86016875814
18,18,2.684,-0.0508058670621538,-107.300669217864
18,18,2.685,-0.0504521352142784,-108.728012143331
18,18,2.686,-0.0500980458291281,-110.142064204737
18,18,2.687,-0.0497439400296209,-111.542708346262
18,18,2.688,-0.0493901449298389,-112.92984333447
18,18,2.689,-0.0490369733903949,-114.303383282671
18,18,2.69,-0.0486847238493762,-115.663257154832
18,18,2.691,-0.0483336802283184,-117.009408252493
18,18,2.692,-0.0479841119058632,-118.34179368797
18,18,2.693,-0.0476362737548026,-119.660383847003
18,18,2.694,-0.04729040623795,-120.96516184379
18,18,2.695,-0.0469467355569566,-122.256122971199
18,18,2.696,-0.0466054738498341,-123.53327414874
18,18,2.697,-0.0462668194315168,-124.796633370711
18,18,2.698,-0.045930957073404,-126.046229156704
18,18,2.699,-0.0455980583163062,-127.282100006515
18,18,2.7,-0.0452682818133785,-128.504293861265
18,18,2.701,-0.0449417736979363,-129.712867572395
18,18,2.702,-0.0446186679721382,-130.907886379998
18,18,2.703,-0.0442990869136848,-132.089423401769
18,18,2.704,-0.0439831414954297,-133.257559133733
18,18,2.705,-0.0436709318159963,-134.412380963703
18,18,2.706,-0.0433625475375883,-135.553982698297
18,18,2.707,-0.0430580683281082,-136.682464104219
18,18,2.708,-0.0427575643055584,-137.797930464336
18,18,2.709,-0.042461096481686,-138.900492149011
18,18,2.71,-0.0421687172037642,-139.990264203001
18,18,2.711,-0.0418804705912872,-141.06736594815
18,18,2.712,-0.0415963929673719,-142.131920602
18,18,2.713,-0.0413165132821609,-143.184054912374
18,18,2.714,-0.0410408535277762,-144.22389880788
18,18,2.715,-0.0407694291436113,-145.251585064249
18,18,2.716,-0.0405022494104686,-146.26724898634
18,18,2.717,-0.0402393178339604,-147.27102810558
18,18,2.718,-0.0399806325148292,-148.263061892596
18,18,2.719,-0.0397261865078389,-149.243491484719
18,18,2.72,-0.039475968166834,-150.212459428015
18,18,2.721,-0.0392299614769462,-151.170109433487
18,18,2.722,-0.0389881463737342,-152.11658614704
18,18,2.723,-0.0387504990484336,-153.052034932798
18,18,2.724,-0.0385169922400977,-153.976601669342
18,18,2.725,-0.0382875955144477,-154.890432558429
18,18,2.726,-0.0380622755293447,-155.79367394574
18,18,2.727,-0.0378409962873436,-156.686472153196
18,18,2.728,-0.0376237193757346,-157.568973322395
18,18,2.729,-0.0374104041936415,-158.441323268706
18,18,2.73,-0.0372010081672124,-159.30366734556
18,18,2.731,-0.0369954869533517,-160.156150318497
18,18,2.732,-0.0367937946309619,-160.998916248526
18,18,2.733,-0.0365958838821354,-161.832108384342
18,18,2.734,-0.0364017061620653,-162.655869063003
18,18,2.735,-0.0362112118585531,-163.470339618615
18,18,2.736,-0.0360243504419472,-164.275660298644
18,18,2.737,-0.0358410706052738,-165.071970187453
18,18,2.738,-0.0356613203952891,-165.85940713666
18,18,2.739,-0.0354850473350575,-166.638107701984
18,18,2.74,-0.0353121985376535,-167.40820708618
18,18,2.741,-0.0351427208125404,-168.169839087747
18,18,2.742,-0.0349765607637423,-168.923136055059
18,18,2.743,-0.0348136648818713,-169.668228845612
18,18,2.744,-0.0346539796278687,-170.405246790067
18,18,2.745,-0.0344974515117706,-171.13431766081
18,18,2.746,-0.0343440271642737,-171.855567644737
18,18,2.747,-0.034193653403196,-172.569121320005
18,18,2.748,-0.0340462772940856,-173.275101636482
18,18,2.749,-0.0339018462059754,-173.973629899668
