"Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
2.839,-0.0233872565453371,147.139330192634
2.8395,-0.0233582793587132,147.064796203391
2.84,-0.0233301697339159,146.99087521255
2.8405,-0.0233028964568652,146.917550803864
2.841,-0.0232764296952185,146.844807140268
2.8415,-0.0232507409258617,146.772628938557
2.842,-0.0232258028667656,146.701001445392
2.8425,-0.0232015894129423,146.629910414544
2.843,-0.0231780755762283,146.559342085291
2.8435,-0.0231552374286146,146.489283161918
2.844,-0.0231330520488939,146.419720794241
2.8445,-0.02311149747242,146.350642559108
2.845,-0.0230905526437585,146.282036442806
2.8455,-0.0230701973720321,146.213890824336
2.846,-0.0230504122888135,146.146194459499
2.8465,-0.0230311788083915,146.07893646575
2.847,-0.0230124790902295,146.012106307774
2.8475,-0.0229942960035231,145.945693783753
2.848,-0.0229766130937174,145.879689012271
2.8485,-0.0229594145508086,145.814082419839
2.849,-0.0229426851794083,145.748864728991
2.8495,-0.0229264103703775,145.684026946935
2.85,-0.0229105760740016,145.619560354714
2.8505,-0.0228951687745532,145.555456496868
2.851,-0.0228801754662316,145.491707171552
2.8515,-0.0228655836303081,145.4283044211
2.852,-0.0228513812135025,145.365240523004
2.8525,-0.0228375566074241,145.302507981294
2.853,-0.0228240986291044,145.240099518294
2.8535,-0.0228109965024739,145.178008066727
2.854,-0.0227982398408083,145.116226762173
2.8545,-0.0227858186300217,145.054748935838
2.855,-0.022773723212807,144.993568107638
2.8555,-0.0227619442735423,144.932677979569
2.856,-0.0227504728239451,144.872072429356
2.8565,-0.022739300189431,144.811745504367
2.857,-0.022728417996094,144.75169141578
2.8575,-0.0227178181583622,144.69190453298
2.858,-0.022707492867198,144.632379378198
2.8585,-0.0226974345788757,144.573110621353
2.859,-0.022687636004288,144.514093075114
2.8595,-0.0226780900987327,144.455321690147
2.86,-0.0226687900522053,144.396791550558
2.8605,-0.0226597292800939,144.338497869515
2.861,-0.0226509014143415,144.280435985037
2.8615,-0.0226423002949906,144.222601355951
2.862,-0.0226339199621014,144.164989558003
2.8625,-0.0226257546480587,144.10759628012
2.863,-0.0226177987701815,144.050417320812
2.8635,-0.0226100469237154,143.993448584709
2.864,-0.0226024938750717,143.936686079236
2.8645,-0.0225951345554182,143.880125911404
2.865,-0.0225879640545036,143.823764284727
2.8655,-0.0225809776147792,143.767597496242
2.866,-0.0225741706257644,143.711621933656
2.8665,-0.0225675386186404,143.655834072579
2.867,-0.022561077261098,143.600230473871
2.8675,-0.0225547823523725,143.544807781077
2.868,-0.0225486498185146,143.489562717954
2.8685,-0.022542675707853,143.434492086094
2.869,-0.022536856186616,143.379592762619
2.8695,-0.0225311875347792,143.32486169797
2.87,-0.0225256661420539,143.270295913763
2.8705,-0.0225202885040378,143.215892500724
2.871,-0.0225150512185419,143.161648616698
2.8715,-0.0225099509820453,143.10756148472
2.872,-0.0225049845863013,143.05362839116
2.8725,-0.0225001489150747,142.999846683923
2.873,-0.0224954409410243,142.946213770718
2.8735,-0.0224908577226748,142.892727117375
2.874,-0.0224863964015415,142.839384246233
2.8745,-0.022482054199343,142.786182734562
2.875,-0.0224778284153453,142.73312021306
2.8755,-0.0224737164237736,142.680194364378
2.876,-0.0224697156713666,142.627402921708
2.8765,-0.0224658236749865,142.574743667411
2.877,-0.022462038019344,142.52221443169
2.8775,-0.0224583563547889,142.469813091305
2.878,-0.0224547763952062,142.417537568332
2.8785,-0.0224512959159739,142.365385828959
2.879,-0.0224479127519987,142.313355882321
2.8795,-0.0224446247958353,142.26144577937
2.88,-0.0224414299958579,142.209653611784
2.8805,-0.0224383263545158,142.157977510909
2.881,-0.0224353119266344,142.10641564673
